,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_afghan,hash_afghanistan,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_tiktok,hash_viral,hash_پشتون_تاجیک_هزاره_ازبک_زنده_باد
4,FR,7097591127615753473,1652536711,Ну и такое бывает 😂#poli_rudenok#prank #comedy #reaction,6653731982873149445,Polli🌸👼🏻,"St.Peterburg-Vladik 
Дожмём до 1🍋
Инст:poli_rudenok❤️
Ютуб:Polina Rudenok",0,False,https://www.tiktok.com/@poli_rudenok/video/7097591127615753473?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097591127615753473&source=h5_m,12630416,82,159,915,114674,7097591123715164930,7097591123715164930,24,7097591123715164930,original sound - poli_rudenok,Polli🌸👼🏻,6.653731982873149e+18,Polli🌸👼🏻,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7097591096783489793.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/eb4fc1165ce9f1f722fe656c910ed193.json,False,False,,,,,[],0,0,Afghanistan,#poli_rudenok#prank #comedy #reaction,0,0,0,0,0,0,0,0,0,0
5,DE,7102500586536439045,1653679785,Göttlich ❤️💯#bellydance #lurdiana,6859031829543339013,1halay1dans,Dance & Halay 🌏,0,False,https://www.tiktok.com/@1halay1dans/video/7102500586536439045?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102500586536439045&source=h5_m,1978357,413,2246,147,46786,7102500581549935365,7102500581549935365,72,7102500581549935365,original sound - 1halay1dans,1halay1dans,6.859031829543339e+18,1halay1dans,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102500587849255685.mp3,,False,False,,,,,[],0,0,Afghanistan,#bellydance #lurdiana,0,0,0,0,0,0,0,0,0,0
6,IT,7075999599978237185,1647509543,Wow 😱,6717439139359540229,Evgeny Bugaev,This is my new official channel ! Старый аккаунт 12.7 млн.🚫,0,False,https://www.tiktok.com/@bugworkoutlife/video/7075999599978237185?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075999599978237185&source=h5_m,13251977,2282,1582,6030,242214,6745030804503792389,6745030804503792389,72,6745030804503792389,original sound - eisteenick,Nick,1.2214049302242918e+17,Nick,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1646736596496421.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/19a44788f47a5877d6bbc42111618663.json,False,False,,,,,[],0,0,Afghanistan,,0,0,0,0,0,0,0,0,0,0
7,UA,7080746830849510658,1648614844, ,7067359992680121345,Снежана Антонова901,,0,False,https://www.tiktok.com/@snezhanaantonovahegp/video/7080746830849510658?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080746830849510658&source=h5_m,25922681,347,2447,29919,146048,7080746828014062338,7080746828014062338,24,7080746828014062338,original sound - snezhanaantonovahegp (Contains music from: Билет до Питера - polikarpova),"Contains music from: ""Билет до Питера""",7.067359992680121e+18,Снежана Антонова901,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7080746805486504705.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/265d2fe9c1dfed2c8bd045a04b693a35.json,False,False,polikarpova,Билет до Питера,original sound - snezhanaantonovahegp (Contains music from: Билет до Питера - polikarpova),"Contains music from: ""Билет до Питера""",[],0,0,Afghanistan,,0,0,0,0,0,0,0,0,0,0
0,AF,7103142478475300097,1653829237,آرامیش خاص داره گوش کن🥺❤️#foryou #fypシ #fypシ,6668203121929846790,ɴɢʀ__ʙᴏʏ,"👑🤴شهزاده لغمان🤴👑
احساس————%100
غرور—————-%0
خسته از زنده گی——💔✋
باور کردن%0",0,False,https://www.tiktok.com/@itx__hashimi__sahib3/video/7103142478475300097?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103142478475300097&source=h5_m,7424,13,8,0,817,7102471225809603330,7102471225809603330,72,7102471225809603330,original sound - 4guran,القرآن الكريم,6.694785852378138e+18,القرآن الكريم,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7102471242187328258.mp3,,False,False,,,,,[],0,0,Afghanistan,#foryou #fypシ #fypシ,0,0,1,0,0,0,2,0,0,0
1,AF,7083259874674527489,1649199958,#پشتون_تاجیک_هزاره_ازبک_زنده_باد🇦🇫 #Ramadan #fypシ #foryoupage #sabawoon,6721545077129692165,سباوون🇦🇫صالح,"❤وَ تُعِزُ مَنّ تَشاءُ وَ تُزَلُ مَنّ تَشأ❤
الله اکبر   🇦🇫🕋",0,False,https://www.tiktok.com/@sabaw__oon/video/7083259874674527489?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083259874674527489&source=h5_m,587,9,6,0,101,7080926992811477762,7080926992811477762,72,7080926992811477762,original sound - afghan_official3 (Contains music from: Ramazau Ya Habibi - DunyauMafeeha),"Contains music from: ""Ramazau Ya Habibi""",6.81559054298797e+18,Տᗅℳⅈℳ Տᗅⅅᗅᝨ,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7080926915284339458.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c68267f7080d18df3d23e80b28324ab5.json,False,False,DunyauMafeeha,Ramazau Ya Habibi,original sound - afghan_official3 (Contains music from: Ramazau Ya Habibi - DunyauMafeeha),"Contains music from: ""Ramazau Ya Habibi""",[],0,0,Afghanistan,#پشتون_تاجیک_هزاره_ازبک_زنده_باد🇦🇫 #Ramadan #fypシ #foryoupage #sabawoon,0,0,0,1,0,0,1,0,0,1
2,US,7101982494458776834,1653559157,#Afghan #Afghanistan #Afghans #fyp #afghangirl #usa #fyp #shopping #baking #afghani #afghantiktok #shopping #kabul #kabuljan #travel #DC #virginia,6528018037323338767,Bushra,"I am half flowers, half flaws.
Goal 5k followers 🙏🏻♥️",0,False,https://www.tiktok.com/@shuhra520/video/7101982494458776834?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101982494458776834&source=h5_m,175990,338,30,3,5094,7101982505162558210,7101982505162558210,72,7101982505162558210,original sound - shuhra520 (Contains music from: Madar e Afghan - Aryana Sayeed),"Contains music from: ""Madar e Afghan""",6.528018037323339e+18,Bushra,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7101982476071570178.mp3,,False,False,Aryana Sayeed,Madar e Afghan,original sound - shuhra520 (Contains music from: Madar e Afghan - Aryana Sayeed),"Contains music from: ""Madar e Afghan""",[],0,0,Afghanistan,#Afghan #Afghanistan #Afghans #fyp #afghangirl #usa #fyp #shopping #baking #afghani #afghantiktok #shopping #kabul #kabuljan #travel #DC #virginia,1,1,0,0,0,2,0,0,0,0
3,PK,7102434412729519386,1653664376,jhuly Laal mastri#CtheChange #foryou #jaanriaz,6642539329606385670,Riaz jan,👇funy video subscribe 👇,0,False,https://www.tiktok.com/@jaanriaz/video/7102434412729519386?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102434412729519386&source=h5_m,15024611,7688,40781,176835,628262,7091671023925431066,7091671023925431066,72,7091671023925431066,original sound - aneesjafer (Contains music from: Bolti hai nazar - Vijay Dayal),"Contains music from: ""Bolti hai nazar""",6.972220510059726e+18,Aneesjafer,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7091671053944048411.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/38d3a6a3e60043fe0cf3884ecde301f9.json,False,False,Vijay Dayal,Bolti hai nazar,original sound - aneesjafer (Contains music from: Bolti hai nazar - Vijay Dayal),"Contains music from: ""Bolti hai nazar""",[],0,0,Afghanistan,#CtheChange #foryou #jaanriaz,0,0,1,0,0,0,0,0,0,0
4,GB,7094624842623896837,1651846071,#fyp #viral #LearnOnTikTok #foryoupage,7062650832747807750,Cezar Florica,Welcome to #adrtok ☠️,0,False,https://www.tiktok.com/@adrtech50/video/7094624842623896837?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094624842623896837&source=h5_m,4595867,758,340,227,114421,6839324086548563969,6839324086548563969,10033,6839324086548563969,Blade Runner 2049,Synthwave Goose,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/0c6424fc0d0e4b339a2397dfcf461556,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/4a940f3cd9a0466baddec886617c5134,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1388979332', 'external_song_key': 'apple_song_id'}]",0,0,Afghanistan,#fyp #viral #LearnOnTikTok #foryoupage,0,0,0,1,0,1,0,0,1,0
5,CL,7100389985873841414,1653188375, ,7100384742110233605,miamiss33,⏬⏬⏬⏬⏬⏬⏬  ⏫⏫⏫,0,False,https://www.tiktok.com/@miamiss33/video/7100389985873841414?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100389985873841414&source=h5_m,418689,37,88,138,3513,7100130444489820933,7100130444489820933,72,7100130444489820933,Mÿ_pÖ.ř.Ňò. VîĎ.Ê0_ón_ĺiňk in_.BÎÓ,rudo1689,7.095373689004738e+18,rudo1689,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7100130445878872837.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/71478ea808b4a98bcdfeb9f1605618e2.json,False,False,,,,,[],0,0,Afghanistan,,0,0,0,0,0,0,0,0,0,0
6,AU,7098975450801720578,1652859025,Reply to @queenafghan37 😘😎Janmm #mashazlatifiofficail7 #mashaz #mashazlatifipopular #viral #foryoupage,6700810172925559813,QueenofTikTok👸,Melbourne 🇦🇫🇦🇺🇮🇷🇵🇰🇹🇯🇮🇳Australian love my gym 💪and karate 🥋,0,False,https://www.tiktok.com/@mashazlatifiofficial7/video/7098975450801720578?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098975450801720578&source=h5_m,396424,736,404,3020,22814,7098975437136694017,7098975437136694017,72,7098975437136694017,original sound - mashazlatifiofficial7,QueenofTikTok👸,6.70081017292556e+18,QueenofTikTok👸,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7098975406522419969.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/2af8f4a8ce6a0bd21bc5747a1eb6bd5b.json,False,False,,,,,[],0,0,Afghanistan,#mashazlatifiofficail7 #mashaz #mashazlatifipopular #viral #foryoupage,0,0,0,1,0,0,0,0,1,0
7,PK,7086099241176780058,1649861048, ,7076141393370563610,user5249651136848,😭 میرے پرانہ ایڈی عارضی طور پر بلاک ھوئ😭,0,False,https://www.tiktok.com/@userhizbkhantj/video/7086099241176780058?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086099241176780058&source=h5_m,3552406,406,591,1053,110602,7047147331577285402,7047147331577285402,72,7047147331577285402,original sound - mrfawadjani,Tik Toker,6.802582371834529e+18,Tik Toker,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7047147326850255643.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/47899ad3b629fded69db8d86d4d81db8.json,False,False,,,,,[],0,0,Afghanistan,,0,0,0,0,0,0,0,0,0,0
0,AF,7072663107222523137,1646732705,منشن کنید مجرد های خدا زده. ره 😂🤣🤣🤣🤣❤️‍🔥❤️‍🔥❤️‍🔥😨😱🤥🤫🤭#foryoupage #americanafghan #fyp #kabuljan #afghan #famous #افغانی_تیک_تاک,7004391248489677826,ادریس افغان❤️,"انسانیت را پیشه بگیر هیچ انسان از انسان دیگه بالاتر نیست
(داکتر ادریس افغان )❤️",0,False,https://m.tiktok.com/v/7072663107222523137.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072663107222523137&source=h5_m,380047,108,421,1688,4612,6895260954683099905,6895260954683099905,72,6895260954683099905,original sound - omar44551,user8459061859584,6.880617859459483e+18,user8459061859584,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6895260888190798593.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d2d3ac9140e98f9559c2ec4008324022.json,False,False,,,,,[],0,0,Afghanistan,#foryoupage #americanafghan #fyp #kabuljan #afghan #famous #افغانی_تیک_تاک,1,0,0,1,0,1,0,0,0,0
1,AF,7102752862459006210,1653738523,👉👍❤❤👑👑👑♡♡☆☆☆☆,6797790801692230662,Karzi JAN $$$☠☠☠,"وَاعـفُ عَنَّا!🕋
آی اللهﷻ مونږ ته بښنه وکړه!🤲
 ☝️🥺",0,False,https://m.tiktok.com/v/7102752862459006210.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102752862459006210&source=h5_m,249,11,0,0,38,7052600778267183899,7052600778267183899,72,7052600778267183899,original sound - sunnykhankhalil111,سنی خان خلیل 👑,6.674973008576644e+18,سنی خان خلیل 👑,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7052600782767672090.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9ab3c5ad800ac5c6645a12af740b101c.json,False,False,,,,,[],0,0,Afghanistan,,0,0,0,0,0,0,0,0,0,0
2,GB,7085557162700721413,1649734836,انفجار در  محفل بچه بازی🖤,6627394214655819782,احساس من,خدای مھربان وطن عزیزم را آباد کن 🇦🇫🤲🏻,0,False,https://m.tiktok.com/v/7085557162700721413.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085557162700721413&source=h5_m,1041318,2674,3299,314,33383,7085557137908239110,7085557137908239110,72,7085557137908239110,original sound - myfeeling89,احساس من,6.62739421465582e+18,احساس من,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7085557137941744389.mp3,,False,False,,,,,[],0,0,Afghanistan,,0,0,0,0,0,0,0,0,0,0
3,DE,7071199216013446406,1646391867,#tiktok #foryou #🥴✌🏻💫✨🤍 #😂🤪🤪🤪🤪 #fypシ゚viral #itx__nazak12 #afghantiktok #🥴🙈,6739523143972848646,ITX_NAZAK12,"انسان خوبی باش 🌹
ولی وقتت را
برای اثباتش به دیگران 
تلف نکن⚡️💫
🇩🇪",0,False,https://m.tiktok.com/v/7071199216013446406.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071199216013446406&source=h5_m,675733,597,2211,213,20666,6871277975694739469,6871277975694739469,10036,6871277975694739469,Le Calin,斌杨Remix,,,False,False,,https://sf19-music-sign.tiktokcdn.com/obj/tos-useast2a-v-2774/f6834dbcd5074b0683b82c45c6feec69?x-expires=1653897968&x-signature=9xSJk8w2u3%2Ft5QGij2%2FFl9RO%2FwY%3D,False,True,,,,,[],0,0,Afghanistan,#tiktok #foryou #🥴✌🏻💫✨🤍 #😂🤪🤪🤪🤪 #fypシ゚viral #itx__nazak12 #afghantiktok #🥴🙈,0,0,1,0,0,0,1,1,1,0
4,NG,7100465537330842885,1653205967,And you are lying 🤥😩😭💔Howw?! #fyp #foru #how #why #thecapitals #mrheelariouz #xyzbca #viral,6799315231854248966,🤴🏽 KING OF REACTION 🤴🏽,"🤪😩MR WHYYY!!!HOWWW!!😭😭 
🚀Let’s get  to 2.6M🤲🏻 Follow me on Instagram🙏🏽",0,False,https://m.tiktok.com/v/7100465537330842885.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100465537330842885&source=h5_m,2300077,841,356,2299,97103,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,Afghanistan,#fyp #foru #how #why #thecapitals #mrheelariouz #xyzbca #viral,0,0,0,0,0,1,0,0,1,0
5,TR,7101698908652391682,1653493129, ,7067493574955107334,@#najib⭐,👆,0,False,https://m.tiktok.com/v/7101698908652391682.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101698908652391682&source=h5_m,105254,97,84,24,1550,7078535357641394945,7078535357641394945,72,7078535357641394945,original sound - killersmile874,killer smile,6.846876627897615e+18,killer smile,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7078535360925403906.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/17f98b83e7f661e61d7b15c57c34e180.json,False,False,,,,,[],0,0,Afghanistan,,0,0,0,0,0,0,0,0,0,0
6,AT,7095037302732377349,1651942104, ,6788128892902491141,Tik Toker,,0,False,https://m.tiktok.com/v/7095037302732377349.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095037302732377349&source=h5_m,37308629,1446,2218,3617,960313,6897153534135896833,6897153534135896833,72,6897153534135896833,Топ (Contains music from: Only Time - Enya),"Contains music from: ""Only Time""",6.864268110959068e+18,🐾,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6897153452393220865.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/3b6046bec62d3ac96e7719baf272751c.json,False,False,Enya,Only Time,Топ (Contains music from: Only Time - Enya),"Contains music from: ""Only Time""",[],0,0,Afghanistan,,0,0,0,0,0,0,0,0,0,0
7,FR,7102679534427704582,1653721453,#afg.naveed,6853654201030378501,naveed,,0,False,https://m.tiktok.com/v/7102679534427704582.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102679534427704582&source=h5_m,482080,588,2364,176,42887,7044985196562614273,7044985196562614273,10033,7044985196562614273,Haha,Crown P,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/b4e6e0ec472843b4ab396bc8d63a11c8,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/2e62a9926e244661ac8fef49e66253dc,False,True,,,,,[],0,0,Afghanistan,#afg.naveed,0,0,0,0,0,0,0,0,0,0
0,AF,7075536402032692482,1647401698,Alahmdullilah For Everything ❤️❤️#foryoupage #fyp #fypシ #viral #islam #islamic #quran #muslim,6995547461860213761,Al-Muhaimin,"دوستان عزیز در انستگرام ماره فالو کنید❤️
.
«حَسْبُنَا اللَّهُ وَ نِعْمَ الْوَک",0,False,https://m.tiktok.com/v/7075536402032692482.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075536402032692482&source=h5_m,123198,54,596,7848,12784,6767361988981950466,6767361988981950466,10033,6767361988981950466,Naat,Dursun Ali Erzincanlı,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/0947a515513c4e1b9522b462bf02df58,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/671876e64976416bb1bbc7b2bad9b8c0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '868476644', 'external_song_key': 'apple_song_id'}]",0,0,Afghanistan,#foryoupage #fyp #fypシ #viral #islam #islamic #quran #muslim,0,0,0,1,0,1,1,0,1,0
1,AF,7090158921226210561,1650806267,#fyp #fashion #Azan #pacha #trinding,6781366264285611010,•.•_Päćhå__•.•,🥀B R O K E N🖤,0,False,https://m.tiktok.com/v/7090158921226210561.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090158921226210561&source=h5_m,30683,0,57,5,1985,7089838179141946138,7089838179141946138,72,7089838179141946138,original sound - itx_anas17,B R O K E N 💔,6.919839936581715e+18,B R O K E N 💔,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7089838191800322843.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/fe0fe1b76af910c911f3817a51e9aa14.json,False,False,,,,,[],0,0,Afghanistan,#fyp #fashion #Azan #pacha #trinding,0,0,0,0,0,1,0,0,0,0
2,DK,7072729802033089798,1646748234,Watch to end😂🤣🤣,6927189806783464454,لمبة Lampa,"🇩🇰
2M__🚴‍♂️__1.2M
ID:5684838360",0,False,https://m.tiktok.com/v/7072729802033089798.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072729802033089798&source=h5_m,100025595,42858,173270,308726,7196563,6806754040437885702,6806754040437885702,72,6806754040437885702,original sound - miix2030 (Contains music from: Love In Music - James Mary),"Contains music from: ""Love In Music""",6.79077338508796e+18,منوعات,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1661807839224870.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5f07146dfad4bd359adad70ed7e034fb.json,False,False,James Mary,Love In Music,original sound - miix2030 (Contains music from: Love In Music - James Mary),"Contains music from: ""Love In Music""",[],0,0,Afghanistan,,0,0,0,0,0,0,0,0,0,0
3,BR,7070843436110204165,1646309030,캐릭터 #바이러스의 #coreano #富士山 #winteams #푸유미 #큭큭 #친절 #fypシ #foryoupage #fypage #fyp #viral #popularcreator #foryou,6902393733531616258,vial2022,비디오를 매일 시청하십시오,0,False,https://m.tiktok.com/v/7070843436110204165.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7070843436110204165&source=h5_m,58289728,2789,2024,7440,2722636,7070843418020612870,7070843418020612870,72,7070843418020612870,original sound - vial2022 (Contains music from: Time Back - 杨多),"Contains music from: ""Time Back""",6.902393733531616e+18,vial2022,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7070843426052279046.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8d22b7a46f7061098e425e8e49299f47.json,False,False,杨多,Time Back,original sound - vial2022 (Contains music from: Time Back - 杨多),"Contains music from: ""Time Back""",[],0,0,Afghanistan,#바이러스의 #coreano #富士山 #winteams #푸유미 #큭큭 #친절 #fypシ #foryoupage #fypage #fyp #viral #popularcreator #foryou,0,0,1,1,0,1,1,0,1,0
4,TR,7092087977899281666,1651255410,#duet with @momentsgang ولا اینا حتما چینایی است میخورن همه چیز را😂🤦🤭,6802137104652239877,🇦🇫❤️Sabour Safari❤️🇦🇫,"Thanks for supporting🥰🙏
From Afg🇦🇫 
Goal : 40K 💪🥰❤️",0,False,https://m.tiktok.com/v/7092087977899281666.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092087977899281666&source=h5_m,541221,293,58,904,9697,6963111630871792389,6963111630871792389,10036,6963111630871792389,Jalebi Baby - Official,Tesher & Jason Derulo,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/5196abee417542189b012c74281d2635,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/2cc4c51d2d4e42d2a056a0f4dbb74081,True,True,,,,,[],0,0,Afghanistan,#duet,0,0,0,0,0,0,0,0,0,0
5,TR,7082346027788897538,1648987186,Allah kimseye evlat acısı göstermesin inşallah 🙏 amin ecmain ❤️💐,6581137774865383429,Sevki8mine,"Her akşam 22:00 0stabil canlı yayındayım ❤️
بسم الله الرحمن الرحيم
Ortak hesap💐",0,False,https://m.tiktok.com/v/7082346027788897538.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082346027788897538&source=h5_m,34485437,4557,4218,27891,948209,6906174833915153153,6906174833915153153,72,6906174833915153153,original sound - gamzeee2746 (Contains music from: Gidemem - Arzu),"Contains music from: ""Gidemem""",6.85860014058619e+18,🖤,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6906174786892761857.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1bbcaef7c2d200e7527d245a2a19912d.json,False,False,Arzu,Gidemem,original sound - gamzeee2746 (Contains music from: Gidemem - Arzu),"Contains music from: ""Gidemem""",[],0,0,Afghanistan,,0,0,0,0,0,0,0,0,0,0
6,AT,7102770120400964870,1653742542,#foryourpage #foryou #fypシ #viral #bollywood #hrithikroshan #truespeech #india ✨🥰👌,6654530432883867654,Sadaf🦋Wz,"رفتم آرزوکنم خدا گفت تو👈🏻👸خودت آرزوی خیلهایی  
نووو👈🏻🎥مخاطب

My YTube☝🏻",0,False,https://m.tiktok.com/v/7102770120400964870.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102770120400964870&source=h5_m,65758,46,897,36,4639,7099102595804891909,7099102595804891909,72,7099102595804891909,original sound - jaana4u,Jaana♥️,6.912943087593473e+18,Jaana♥️,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099102587751893766.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4997c81514f6957a1df5d05df26ec629.json,False,False,,,,,[],0,0,Afghanistan,#foryourpage #foryou #fypシ #viral #bollywood #hrithikroshan #truespeech #india,0,0,1,0,0,0,1,0,1,0
7,AU,7077923808744606978,1647957557,the last guys reaction 😂 #foryou #foryoupage #prank #fypシ #funny #hilarious #fyp,6652875359107334149,Adammilardovic,"Los Angeles🇺🇸
Follow my Instagram/Youtube
@adammilardovicc
@NovaMen Ambassador",0,False,https://m.tiktok.com/v/7077923808744606978.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077923808744606978&source=h5_m,32126532,12578,16891,78692,2763345,7077923804056013569,7077923804056013569,72,7077923804056013569,original sound - adammilardovicc,Adammilardovic,6.652875359107334e+18,Adammilardovic,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7077923776121342722.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/6c19cdf69a0fa42186478b2fdd699963.json,False,False,,,,,[],0,0,Afghanistan,#foryou #foryoupage #prank #fypシ #funny #hilarious #fyp,0,0,1,1,1,1,1,0,0,0
